index,tweet
2019-08-18,House Democrats want to take action against Israel because it is fighting back against two (maybe four) people that have said unthinkably bad things about it & the Israeli people. Dems have such disdain for Israel! What happened? AOC Plus 4 is the new face of the Democrat Party! [Twitter for iPhone] link 
2019-08-18,"Our economy is the best in the world, by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA! [Twitter for iPhone] link "
2019-08-18,"Juan Williams at @FoxNews is so pathetic, and yet when he met me in the Fox Building lobby, he couldnt have been nicer as he asked me to take a picture of him and me for his family. Yet he is always nasty and wrong! [Twitter for iPhone] link "
2019-08-18,"We are doing very well with China, and talking! [Twitter for iPhone] link "
2019-08-18,Doing really well! https://t.co/UndcviEiML [Twitter for iPhone] link 
2019-08-18,RT @MariaBartiromo: Lindsey Graham on IG investigation into Russia probe: I want the American people to see what happened https://t.co/gM0y [Twitter for iPhone] link 
2019-08-18,RT @MariaBartiromo: .@LindseyGrahamSC Sen. Graham: The dream of every leftist is to have a liberal court enacting laws from the bench https [Twitter for iPhone] link 
2019-08-18,"RT @CLewandowski_: Lewandowski on potential NH Senate run: If I run, 'I'm going to win' | TheHill https://t.co/NSsEvmtNgR [Twitter for iPhone] link "
2019-08-18,MAKE AMERICA GREAT AGAIN! [Twitter for iPhone] link 
2019-08-18,"With all that this Administration has accomplished, think what my Poll Numbers would be if we had an honest Media, which we do not! [Twitter for iPhone] link "
2019-08-18,".....Journalism has reached a new low in the history of our Country. It is nothing more than an evil propaganda machine for the Democrat Party. The reporting is so false, biased and evil that it has now become a very sick joke...But the public is aware! #CROOKEDJOURNALISM [Twitter for iPhone] link "
2019-08-18,"The Failing New York Times, in one of the most devastating portrayals of bad journalism in history, got caught by a leaker that they are shifting from their Phony Russian Collusion Narrative (the Mueller Report & his testimony were a total disaster), to a Racism Witch Hunt..... [Twitter for iPhone] link "
2019-08-17,RT @realDonaldTrump: https://t.co/JDS4zVfyBe [Twitter for iPhone] link 
2019-08-17,RT @SharylAttkisson: I read that Trump rally was rambling/half-empty. I also read the opposite. I like to watch candidates' rallies myself [Twitter for iPhone] link 
2019-08-17,"RT @FullMeasureNews: Coming up this Sunday on Full Measure - the media's ""huge credibility problem"" #mediamiss https://t.co/3f1YiFarg6 [Twitter for iPhone] link "
2019-08-17,"RT @SharylAttkisson: From what I can tell, he was not there, it was a campaign event and protest. https://t.co/MGlIIAEFBT [Twitter for iPhone] link "
2019-08-17,RT @cleared37Joseph: SAVED &Peace & Prosperity @realDonaldTrump OUR / WE45th @POTUS W/ @FLOTUS & Family Sacrificed Wealth Health Saf [Twitter for iPhone] link 
2019-08-17,"RT @FullMeasureNews: Sunday on Full Measure: Claims of media bias arent new, but they are heightened. What will this mean for the 2020 ele [Twitter for iPhone] link "
2019-08-17,Such a disgrace at the once great @nytimes! https://t.co/UKjP6AU0hz [Twitter for iPhone] link 
2019-08-17,RT @twytter14: @tashlutsa @realDonaldTrump @CLewandowski_ Winning!!!! [Twitter for iPhone] link 
2019-08-17,"RT @steph93065: In 2016, Trump voters were Deplorable In 2017, Trump voters were Russians In 2018, Trump voters were Nazis In 2019, Trum [Twitter for iPhone] link "
2019-08-17,RT @thebradfordfile: America -- Get ready for a campaign the likes of which has never been seen in American history. President @realDona [Twitter for iPhone] link 
2019-08-17,"RT @dbongino: Everywhere the group ANTIFA (Anti-First Amendment) goes, violence and chaos follows. This is a violent, anti-civil liberties, [Twitter for iPhone] link "
2019-08-17,"RT @charliekirk11: Do the math: At the most, the Wall will cost $20 billion Illegals cost US taxpayers $165 billion a year [Twitter for iPhone] link "
2019-08-17,"RT @ChristieC733: Im hearing some Republicans, pundits say we should move on from the #MullerReport in order to heal the nation... I di [Twitter for iPhone] link "
2019-08-17,"RT @ByronYork: Question raised by leaked New York Times transcript, plus rollout of 1619 project: Should the public still view the Times as [Twitter for iPhone] link "
2019-08-17,RT @Lrihendry: @realDonaldTrump They are eaten alive by hate for our President & his voters! They care more about illegal immigrants than [Twitter for iPhone] link 
2019-08-17,RT @SamerBarhamS: @CLewandowski_ I love this president @realDonaldTrump [Twitter for iPhone] link 
2019-08-17,RT @JTP236: @CLewandowski_ It was a GREAT rally!! The energy Trump brought was ELECTRIC! Felt like i was at a Beatles concert!! Love my Pre [Twitter for iPhone] link 
2019-08-17,RT @TopDogB24: @CLewandowski_ @realDonaldTrump the best President in history! [Twitter for iPhone] link 
2019-08-17,RT @NewSchug: @CLewandowski_ Greatest President in my lifetime!!! [Twitter for iPhone] link 
2019-08-17,Thank you! https://t.co/tG32CxB1LQ [Twitter for iPhone] link 
2019-08-17,RT @AZTrumplican: @philochsghost @CLewandowski_ We care because the news would have us think he has no support and that Joe Biden is leadin [Twitter for iPhone] link 
2019-08-17,RT @narrow_p: @CLewandowski_ I love this president! [Twitter for iPhone] link 
2019-08-17,RT @tashlutsa: @CLewandowski_ I was there and it was such an incredible experience!! I was lucky to get all th way to the front  [Twitter for iPhone] link 
2019-08-17,The Fake News Media HATES to see this! https://t.co/VMgyggOQ3Q [Twitter for iPhone] link 
2019-08-17,"RT @WhiteHouse: Thanks to President @realDonaldTrump, we're the first country with comprehensive legislation on women's leadership in polit [Twitter for iPhone] link "
2019-08-17,"Thank you to @SaraCarterDC. A great and legitimate reporter, as opposed to those at the Failing New York Times! https://t.co/oM7vEvt9xO [Twitter for iPhone] link "
2019-08-17,"RT @MariaBartiromo: The Justice Department must investigate Glenn Simpson, the head of opposition-research firm Fusion GPS, writes @KimStra [Twitter for iPhone] link "
2019-08-17,"RT @TeamTrump: MUST WATCH: Massive overflow crowd outside of @realDonaldTrump's rally in New Hampshire chants ""Four More Years!"" & ""USA!"" [Twitter for iPhone] link "
2019-08-17,RT @TeamTrump: From Daily Mail: NH fire marshal: @realDonaldTrump DID smash Elton Johns arena attendance record https://t.co/COr06HUrrw [Twitter for iPhone] link 
2019-08-17,Major consideration is being given to naming ANTIFA an ORGANIZATION OF TERROR. Portland is being watched very closely. Hopefully the Mayor will be able to properly do his job! [Twitter for iPhone] link 
2019-08-17,"RT @DanScavino: Soooo much love in Ocean City, Maryland! ThankU! #KAG2020 https://t.co/TnJt34ANiK [Twitter for iPhone] link "
2019-08-16,"Biggest crowd EVER, according to Arena people. Thousands outside trying to get in. Place was packed! Radical Left Dems & their Partner, LameStream Media, saying Arena empty. Check out pictures. Fake News. The Enemy of the People! https://t.co/KkZWspM93a [Twitter for iPhone] link "
2019-08-16,"Look at the tremendous overflow at packed arena in New Hampshire last night. Sorry we couldnt get you in, will be back soon! https://t.co/Rvd2TeJrpo [Twitter for iPhone] link "
2019-08-16,"Great time in New Hampshire last night. Placed was maxed out, totally packed, with thousands coming to the arena floor at start. Thousands more outside that were not allowed in per code. Energy was really great to see. We will win New Hampshire in 2020! [Twitter for iPhone] link "
2019-08-16,Having dinner tonight with Tim Cook of Apple. They will be spending vast sums of money in the U.S. Great! [Twitter for iPhone] link 
2019-08-16,"Just completed a very good meeting on Afghanistan. Many on the opposite side of this 19 year war, and us, are looking to make a deal - if possible! [Twitter for iPhone] link "
2019-08-16,RT @realDonaldTrump: https://t.co/9WNq9PtnFY [Twitter for iPhone] link 
2019-08-16,RT @realDonaldTrump: https://t.co/fJPpaVmLUZ [Twitter for iPhone] link 
2019-08-16,"I donate 100% of my Presidents salary, $400,000, back to our Country, and feel very good about it! https://t.co/cX8Op2qyw7 [Twitter for iPhone] link "
2019-08-16,"RT @WhiteHouse: American industry is soaring and factory floors across the country are coming back to life, thanks to President @realDonald [Twitter for iPhone] link "
2019-08-16,"Like it or not, Tlaib and Omar are fast becoming the face of the Democrat Party. Cortez (AOC) is fuming, not happy about this! [Twitter for iPhone] link "
2019-08-16,"Rep. Tlaib wrote a letter to Israeli officials desperately wanting to visit her grandmother. Permission was quickly granted, whereupon Tlaib obnoxiously turned the approval down, a complete setup. The only real winner here is Tlaibs grandmother. She doesnt have to see her now! [Twitter for iPhone] link "
2019-08-16,"Israel was very respectful & nice to Rep. Rashida Tlaib, allowing her permission to visit her grandmother. As soon as she was granted permission, she grandstanded & loudly proclaimed she would not visit Israel. Could this possibly have been a setup? Israel acted appropriately! [Twitter for iPhone] link "
2019-08-16,https://t.co/9WNq9PtnFY [Twitter for iPhone] link 
2019-08-16,https://t.co/fJPpaVmLUZ [Twitter for iPhone] link 
2019-08-16,"Senator Jim Risch of the Great State of Idaho has been an incredible supporter of our Agenda! He is tough on Crime, Strong on Borders, and will continue to fight for our Second Amendment. Jim will never let you down. He has my Full and Complete Endorsement! [Twitter for iPhone] link "
2019-08-16,Congratulations to Patrick Yoes for his election as National President of the great Fraternal Order of Police. Together we will fight for our incredible Law Enforcement Officers! [Twitter for iPhone] link 
2019-08-16,Thank you to my good friend Chuck Canterbury for 16 years of service to the Fraternal Order of Police and our great men and women in blue. You are an incredible patriot! [Twitter for iPhone] link 
2019-08-16,"RT @WhiteHouse: ""Americans can do anything, go anywhere, and outperform anyone. Nobody can beat us. Nothing can stop us because winning [Twitter for iPhone] link "
2019-08-16,"A great evening, with incredible people, in New Hampshire! https://t.co/XvqQCgorIW [Twitter for iPhone] link "
2019-08-16,"RT @WhiteHouse: In September 2018, the unemployment rate in New Hampshire reached its LOWEST POINT since 1988 at 2.4and remained there for [Twitter for iPhone] link "
2019-08-16,RT @WhiteHouse: .@CBPArizona agents arrested a previously deported child rapist on Wednesday after he attempted to re-enter the United Stat [Twitter for iPhone] link 
2019-08-16,Thank you Rudy! https://t.co/u0InDTYA9f [Twitter for iPhone] link 
2019-08-16,"RT @RudyGiuliani: #Trump2020 rally in Manchester, NH blows Biden and Dems away. https://t.co/nmZIhlfdzj [Twitter for iPhone] link "
2019-08-16,RT @RudyGiuliani: This is more than an hour before and it is as full as a playoff game for a rally for @realDonaldTrump. No one has ever go [Twitter for iPhone] link 
